,number,lang,word,mean_freq,matched_word,mean_dash_freq,has_dash,mean_total_freq,corrected_total_freq,about_word,exactly_word,mean_freq_about,mean_freq_exactly,log_freq_about,log_freq_exactly,log_freq,log_freq_uncorrected,arabic_number,mult10,mult7,mult5,mult3,mult2,exp2,exp3,exp5,exp7,exp10,log10
57,58,ru,пятьдесят восемь,0.1332628480768375,пятьдесят восемь,0.0,False,0.1332628480768375,0.1332628480768375,about fifty-eight,exactly fifty-eight,0.004165845328826964,0.00020678282928547156,-2.3802968587483195,-3.684485526778156,-0.8752909092816226,-0.8752909092816226,,0,0,0,0,1,1,0,0,0,0,1.7634279935629373
58,59,ru,пятьдесят девять,0.0753754456323519,пятьдесят девять,0.0,False,0.0753754456323519,0.0753754456323519,about fifty-nine,exactly fifty-nine,0.0019611862210475116,0.00020950497879291145,-2.707481166692458,-3.678805651759284,-1.1227701072219511,-1.1227701072219511,,0,0,0,0,0,0,0,0,0,0,1.7708520116421442
59,60,ru,шестьдесят,6.224557120160671,шестьдесят,0.0,False,6.224557120160671,5.0001034059658105,about sixty,exactly sixty,0.4588384999182131,0.005465227294686045,-0.3383401487469338,-2.262391771358342,0.6989789859712131,0.7941084566331956,,1,0,1,1,1,2,1,1,0,1,1.7781512503836436
60,61,ru,шестьдесят один,0.04983305264734857,шестьдесят один,0.0,False,0.04983305264734857,0.04983305264734857,about sixty-one,exactly sixty-one,0.0018821089207840481,0.00016074756102738062,-2.725355246835075,-3.793855607768504,-1.3024825082274607,-1.3024825082274607,,0,0,0,0,0,0,0,0,0,0,1.7853298350107671
61,62,ru,шестьдесят два,0.12238383580627973,шестьдесят два,0.0,False,0.12238383580627973,0.12238383580627973,about sixty-two,exactly sixty-two,0.004322348030692459,0.00018000494266442088,-2.3642802671325605,-3.7447155696610674,-0.9122759390835238,-0.9122759390835238,,0,0,0,0,1,1,0,0,0,0,1.792391689498254
62,63,ru,шестьдесят три,0.13585521977976148,шестьдесят три,0.0,False,0.13585521977976148,0.13585521977976148,about sixty-three,exactly sixty-three,0.003728427098649703,0.00023302401287156655,-2.4284743441822028,-3.6325993230930083,-0.8669236706211572,-0.8669236706211572,,0,1,0,1,0,0,2,0,1,0,1.7993405494535817
63,64,ru,шестьдесят четыре,0.15090694971626825,шестьдесят четыре,0.0,False,0.15090694971626825,0.15090694971626825,about sixty-four,exactly sixty-four,0.004289024538578598,0.00021413652217157816,-2.3676414690468226,-3.6693092550554747,-0.8212907592043577,-0.8212907592043577,,0,0,0,0,1,6,0,0,0,0,1.806179973983887
64,65,ru,шестьдесят пять,0.3327176569637588,шестьдесят пять,0.0,False,0.3327176569637588,0.3327176569637588,about sixty-five,exactly sixty-five,0.0345721596187666,0.00024480050013241843,-1.4612734905409455,-3.611187699253079,-0.4779241509843507,-0.4779241509843507,,0,0,1,0,0,0,0,1,0,0,1.8129133566428555
65,66,ru,шестьдесят шесть,0.13798333261168713,шестьдесят шесть,0.0,False,0.13798333261168713,0.13798333261168713,about sixty-six,exactly sixty-six,0.004398042823174429,0.00012208233416563248,-2.3567405462854127,-3.913347175772197,-0.8601733700620746,-0.8601733700620746,,0,0,0,1,1,1,1,0,0,0,1.8195439355418688
66,67,ru,шестьдесят семь,0.11851670264792012,шестьдесят семь,0.0,False,0.11851670264792012,0.11851670264792012,about sixty-seven,exactly sixty-seven,0.0031140592261698595,9.754514298695297e-05,-2.5066731318596926,-4.010794350323583,-0.9262204398930811,-0.9262204398930811,,0,0,0,0,0,0,0,0,0,0,1.8260748027008264
67,68,ru,шестьдесят восемь,0.11189973190316689,шестьдесят восемь,0.0,False,0.11189973190316689,0.11189973190316689,about sixty-eight,exactly sixty-eight,0.003508645700775633,0.00012693954649677832,-2.454860484154684,-3.8964030575763284,-0.9511709539820585,-0.9511709539820585,,0,0,0,0,1,2,0,0,0,0,1.8325089127062364
68,69,ru,шестьдесят девять,0.06435723211866924,шестьдесят девять,0.0,False,0.06435723211866924,0.06435723211866924,about sixty-nine,exactly sixty-nine,0.0015887231225575555,6.54224068709924e-05,-2.798951783612556,-4.18427348235163,-1.1914026423455006,-1.1914026423455006,,0,0,0,1,0,0,1,0,0,0,1.8388490907372552
69,70,ru,семьдесят,5.210787914584929,семьдесят,0.0,False,5.210787914584929,3.819203097463361,about seventy,exactly seventy,0.31386815384634886,0.0031166421513290185,-0.5032527470920175,-2.5063130599704824,0.5819727538858412,0.7169033972120736,,1,1,1,0,1,1,0,1,1,1,1.845098040014257
70,71,ru,семьдесят один,0.04155224204803112,семьдесят один,0.0,False,0.04155224204803112,0.04155224204803112,about seventy-one,exactly seventy-one,0.0013943989046205424,9.285284462608641e-05,-2.8556129670608867,-4.032204786738543,-1.3814055378770247,-1.3814055378770247,,0,0,0,0,0,0,0,0,0,0,1.8512583487190752
71,72,ru,семьдесят два,0.16906257817660006,семьдесят два,0.0,False,0.16906257817660006,0.16906257817660006,about seventy-two,exactly seventy-two,0.0057616235791083815,0.0005184294290157728,-2.2394551186443215,-3.2853103534021355,-0.7719525123902198,-0.7719525123902198,,0,0,0,1,1,3,2,0,0,0,1.8573324964312685
72,73,ru,семьдесят три,0.11654070092401757,семьдесят три,0.0,False,0.11654070092401757,0.11654070092401757,about seventy-three,exactly seventy-three,0.0024009952468472505,0.00015350665625617836,-2.619608699697264,-3.8138727881825374,-0.9335223742112227,-0.9335223742112227,,0,0,0,0,0,0,0,0,0,0,1.863322860120456
73,74,ru,семьдесят четыре,0.08847706330546619,семьдесят четыре,0.0,False,0.08847706330546619,0.08847706330546619,about seventy-four,exactly seventy-four,0.0020663949712560513,7.498389150880483e-05,-2.684786663725179,-4.125032024344661,-1.0531693007251473,-1.0531693007251473,,0,0,0,0,1,1,0,0,0,0,1.8692317197309762
74,75,ru,семьдесят пять,0.6043982411893903,семьдесят пять,0.0,False,0.6043982411893903,0.6043982411893903,about seventy-five,exactly seventy-five,0.08273331935006532,0.00050654803962491,-1.0823195509597312,-3.295379361054602,-0.21867680813654283,-0.21867680813654283,,0,0,1,1,0,0,1,2,0,0,1.8750612633917
75,76,ru,семьдесят шесть,0.09838986061613113,семьдесят шесть,0.0,False,0.09838986061613113,0.09838986061613113,about seventy-six,exactly seventy-six,0.0028475677306323798,8.752953121291801e-05,-2.5455259372435695,-4.057845397502898,-1.0070496546718342,-1.0070496546718342,,0,0,0,0,1,2,0,0,0,0,1.8808135922807914
76,77,ru,семьдесят семь,0.1281673629101337,семьдесят семь,0.0,False,0.1281673629101337,0.1281673629101337,about seventy-seven,exactly seventy-seven,0.0020965940247535844,0.00011977318537841689,-2.6784856562673336,-3.9216404001910457,-0.8922225513582244,-0.8922225513582244,,0,1,0,0,0,0,0,0,1,0,1.8864907251724818
77,78,ru,семьдесят восемь,0.091311573134933,семьдесят восемь,0.0,False,0.091311573134933,0.091311573134933,about seventy-eight,exactly seventy-eight,0.0026130024919400995,7.14296181435285e-05,-2.5828601760991887,-4.146121671569448,-1.0394741750384195,-1.0394741750384195,,0,0,0,1,1,1,1,0,0,0,1.8920946026904804
78,79,ru,семьдесят девять,0.05368519481686574,семьдесят девять,0.0,False,0.05368519481686574,0.05368519481686574,about seventy-nine,exactly seventy-nine,0.0010613550915045883,6.52500194398651e-05,-2.974139292365539,-4.1854193546007945,-1.2701454665510312,-1.2701454665510312,,0,0,0,0,0,0,0,0,0,0,1.8976270912904414
79,80,ru,восемьдесят,3.719399514653453,восемьдесят,0.0,False,3.719399514653453,2.9649496347941833,about eighty,exactly eighty,0.2428746779291852,0.0021498688341541686,-0.6146177623002224,-2.667588036056841,0.4720173204602326,0.5704728300638882,,1,0,1,0,1,4,0,1,0,1,1.9030899869919435
80,81,ru,восемьдесят один,0.03395819155283629,восемьдесят один,0.0,False,0.03395819155283629,0.03395819155283629,about eighty-one,exactly eighty-one,0.0010886540062672943,7.871820706166679e-05,-2.9631101248764753,-4.103924806244552,-1.4690554462118566,-1.4690554462118566,,0,0,0,1,0,0,4,0,0,0,1.9084850188786497
81,82,ru,восемьдесят два,0.08796505443008165,восемьдесят два,0.0,False,0.08796505443008165,0.08796505443008165,about eighty-two,exactly eighty-two,0.0023081466106603167,4.6358891194818536e-05,-2.6367366087838406,-4.333866959976142,-1.055689824240449,-1.055689824240449,,0,0,0,0,1,1,0,0,0,0,1.9138138523837167
82,83,ru,восемьдесят три,0.08226106506210236,восемьдесят три,0.0,False,0.08226106506210236,0.08226106506210236,about eighty-three,exactly eighty-three,0.0016628470702780688,7.791472981505725e-05,-2.779147690400672,-4.108380430996556,-1.084805671831469,-1.084805671831469,,0,0,0,0,0,0,0,0,0,0,1.919078092376074
83,84,ru,восемьдесят четыре,0.09088488372346064,восемьдесят четыре,0.0,False,0.09088488372346064,0.09088488372346064,about eighty-four,exactly eighty-four,0.0025589159505942376,8.90494966028526e-05,-2.591943978588232,-4.050368531262178,-1.0415083440762394,-1.0415083440762394,,0,1,0,1,1,2,1,0,1,0,1.9242792860618816
84,85,ru,восемьдесят пять,0.18134428623674395,восемьдесят пять,0.0,False,0.18134428623674395,0.18134428623674395,about eighty-five,exactly eighty-five,0.018601211917173795,0.00019720866769666693,-1.7304587594490255,-3.70507400090542,-0.7414961235406476,-0.7414961235406476,,0,0,1,0,0,0,0,1,0,0,1.9294189257142926
85,86,ru,восемьдесят шесть,0.0937704155369508,восемьдесят шесть,0.0,False,0.0937704155369508,0.0937704155369508,about eighty-six,exactly eighty-six,0.00203821331925492,0.00015548028884251503,-2.690750364722575,-3.8083246612322177,-1.027934159442496,-1.027934159442496,,0,0,0,0,1,1,0,0,0,0,1.9344984512435677
86,87,ru,восемьдесят семь,0.08131113887646048,восемьдесят семь,0.0,False,0.08131113887646048,0.08131113887646048,about eighty-seven,exactly eighty-seven,0.002047197135124792,0.00010188934608877518,-2.6888403348779852,-3.9918712249901542,-1.0898499559899884,-1.0898499559899884,,0,0,0,1,0,0,1,0,0,0,1.9395192526186185
87,88,ru,восемьдесят восемь,0.05854600896456902,восемьдесят восемь,0.0,False,0.05854600896456902,0.05854600896456902,about eighty-eight,exactly eighty-eight,0.0019459087228267632,9.115446517158387e-05,-2.7108775351377465,-4.040222052715167,-1.2325027050961739,-1.2325027050961739,,0,0,0,0,1,3,0,0,0,0,1.9444826721501687
88,89,ru,восемьдесят девять,0.044408835476064286,восемьдесят девять,0.0,False,0.044408835476064286,0.044408835476064286,about eighty-nine,exactly eighty-nine,0.000753145190004206,7.643885449712994e-05,-3.1231212932024515,-4.116685829849666,-1.3525306150936132,-1.3525306150936132,,0,0,0,0,0,0,0,0,0,0,1.9493900066449128
89,90,ru,девяносто,2.7330130768520986,девяносто,0.0,False,2.7330130768520986,1.9620204880210985,about ninety,exactly ninety,0.1400159678656992,0.002502343243291175,-0.8538224331752255,-2.6016531189259484,0.29270353810409844,0.43664170969892496,,1,0,1,1,1,1,2,1,0,1,1.954242509439325
90,91,ru,девяносто один,0.026420822079173564,девяносто один,0.0,False,0.026420822079173564,0.026420822079173564,about ninety-one,exactly ninety-one,0.0008220922619121584,7.185901560610448e-05,-3.0850794396487213,-4.143518736474051,-1.5780536735158015,-1.5780536735158015,,0,1,0,0,0,0,0,0,1,0,1.9590413923210936
91,92,ru,девяносто два,0.06585107995277337,девяносто два,0.0,False,0.06585107995277337,0.06585107995277337,about ninety-two,exactly ninety-two,0.0017390855019677632,7.387818930961482e-05,-2.7596790654268704,-4.13148375728268,-1.1814370982468558,-1.1814370982468558,,0,0,0,0,1,2,0,0,0,0,1.9637878273455553
92,93,ru,девяносто три,0.06479095457966562,девяносто три,0.0,False,0.06479095457966562,0.06479095457966562,about ninety-three,exactly ninety-three,0.0013962424898178994,0.00015772335051573584,-2.8550391498759167,-3.8021040057869957,-1.1884856214495285,-1.1884856214495285,,0,0,0,1,0,0,1,0,0,0,1.968482948553935
93,94,ru,девяносто четыре,0.04826332442194946,девяносто четыре,0.0,False,0.04826332442194946,0.04826332442194946,about ninety-four,exactly ninety-four,0.0012841430903381423,4.990462951650794e-05,-2.891386580720541,-4.301859164191987,-1.3163827667955992,-1.3163827667955992,,0,0,0,0,1,1,0,0,0,0,1.9731278535996986
94,95,ru,девяносто пять,0.1203447865805174,девяносто пять,0.0,False,0.1203447865805174,0.1203447865805174,about ninety-five,exactly ninety-five,0.009118633029486898,8.670278669856636e-05,-2.0400702616986437,-4.061966943719168,-0.9195727189191125,-0.9195727189191125,,0,0,1,0,0,0,0,1,0,0,1.9777236052888478
95,96,ru,девяносто шесть,0.0845272775869293,девяносто шесть,0.0,False,0.0845272775869293,0.0845272775869293,about ninety-six,exactly ninety-six,0.0022523936942155454,9.012321063720235e-05,-2.6473556971768937,-4.045163344942181,-1.073003118342624,-1.073003118342624,,0,0,0,1,1,5,1,0,0,0,1.9822712330395684
96,97,ru,девяносто семь,0.058218278999398604,девяносто семь,0.0,False,0.058218278999398604,0.058218278999398604,about ninety-seven,exactly ninety-seven,0.0013234526132951245,5.144264535047961e-05,-2.878291604157021,-4.288676706655056,-1.234940636961649,-1.234940636961649,,0,0,0,0,0,0,0,0,0,0,1.9867717342662448
97,98,ru,девяносто восемь,0.06334089665843375,девяносто восемь,0.0,False,0.06334089665843375,0.06334089665843375,about ninety-eight,exactly ninety-eight,0.0023160977732644586,0.0001455752213355753,-2.635243110966643,-3.836912540909129,-1.1983157930156758,-1.1983157930156758,,0,1,0,0,1,1,0,0,2,0,1.9912260756924949
98,99,ru,девяносто девять,0.239235167972159,девяносто девять,0.0,False,0.239235167972159,0.239235167972159,about ninety-nine,exactly ninety-nine,0.0027223723961408218,0.00019595856364588966,-2.565052467476932,-3.707835752533478,-0.6211749779712682,-0.6211749779712682,,0,0,0,1,0,0,2,0,0,0,1.99563519459755
0,1,mean,one,1572.1454983577132,one,0.0,False,1572.1454983577132,1565.2685127018156,about one,exactly one,11.17202623836598,0.6225429831597555,1.0481319470042787,-0.20583065755810073,3.557925245148206,3.1964927364933304,,0,0,0,0,0,0,0,0,0,0,0.0
1,2,mean,two,906.1849776509346,two,0.0,False,906.1849776509346,899.0709907522489,about two,exactly two,6.7567124567765,0.17501935022825338,0.8297354371886361,-0.7569139328406863,2.888649943116405,2.957216858353671,,0,0,0,0,1,1,0,0,0,0,0.3010299956639812
2,3,mean,three,441.6779066006854,three,0.0,False,441.6779066006854,436.48404406735386,about three,exactly three,5.037522263520776,0.0901499960520471,0.702216978534348,-1.045034287960705,2.550748666189276,2.6451056757325047,,0,0,0,1,0,0,1,0,0,0,0.47712125471966244
3,4,mean,four,235.43287163335538,four,0.0,False,235.43287163335538,227.02641714289484,about four,exactly four,2.7240832833722735,0.051014775079675376,0.4352203811247791,-1.2923040237792374,2.2067690700517457,2.3718670998511313,,0,0,0,0,1,2,0,0,0,0,0.6020599913279624
4,5,mean,five,191.52771182787401,five,0.0,False,191.52771182787401,173.59000458207123,about five,exactly five,2.8335454736210806,0.04351549820262781,0.4523301867266724,-1.3613560399386546,2.0466950620880846,2.2822316202013426,,0,0,1,0,0,0,0,1,0,0,0.6989700043360189
5,6,mean,six,130.72285133496146,six,0.0,False,130.72285133496146,125.03012426801727,about six,exactly six,2.380521940650914,0.03202778215187905,0.3766721886081389,-1.4944731341600774,1.924618376437566,2.116351512149896,,0,0,0,1,1,1,1,0,0,0,0.7781512503836436
6,7,mean,seven,69.34303910740852,seven,0.0,False,69.34303910740852,65.02458708389307,about seven,exactly seven,1.053990283529785,0.019883577486026816,0.022836607243844138,-1.701505473929571,1.6857402685113982,1.841002871624589,,0,1,0,0,0,0,0,0,1,0,0.8450980400142568
7,8,mean,eight,68.78147142546652,eight,0.0,False,68.78147142546652,63.30004907015023,about eight,exactly eight,1.3047172717729243,0.018106456377804045,0.11551641158866541,-1.7421665373255113,1.6742899282596702,1.8374714623427155,,0,0,0,0,1,3,0,0,0,0,0.9030899869919435
8,9,mean,nine,45.470224351590204,nine,0.0,False,45.470224351590204,41.69577624247833,about nine,exactly nine,0.6949119279834478,0.014110624825454634,-0.1580702337041547,-1.850453755045151,1.4526858257261985,1.6577270970337261,,0,0,0,1,0,0,2,0,0,0,0.9542425094393249
9,10,mean,ten,83.0453621650425,ten,0.0,False,83.0453621650425,83.0453621650425,about ten,exactly ten,2.5607007768592345,0.03718932219257175,0.40835883323175864,-1.429581736959888,1.8575104328875327,1.9193153834174903,,1,0,1,0,1,1,0,1,0,1,1.0
10,11,mean,eleven,12.670860087382607,eleven,0.0,False,12.670860087382607,12.670860087382607,about eleven,exactly eleven,0.25538420075855695,0.006981230173473549,-0.5928059736959994,-2.156068042924489,1.169079813231962,1.1028060954301218,,0,0,0,0,0,0,0,0,0,0,1.0413926851582251
11,12,mean,twelve,27.74048134953916,twelve,0.0,False,27.74048134953916,27.74048134953916,about twelve,exactly twelve,0.6034334122057985,0.014356109468960812,-0.2193706465394391,-1.8429632387210517,1.3972345988896586,1.4431139926289398,,0,0,0,1,1,2,1,0,0,0,1.0791812460476249
12,13,mean,thirteen,7.977725473727903,thirteen,0.0,False,7.977725473727903,7.977725473727903,about thirteen,exactly thirteen,0.12384375243830922,0.003162553996460815,-0.907125897435069,-2.499962050744258,0.8390900578962884,0.9018790874643633,,0,0,0,0,0,0,0,0,0,0,1.1139433523068367
13,14,mean,fourteen,9.763061353071095,fourteen,0.0,False,9.763061353071095,9.763061353071095,about fourteen,exactly fourteen,0.197766256599821,0.003230913795763494,-0.703847806887617,-2.490674629269162,0.9049013661618034,0.9895860185147849,,0,1,0,0,1,1,0,0,1,0,1.146128035678238
14,15,mean,fifteen,20.335531920792683,fifteen,0.0,False,20.335531920792683,20.335531920792683,about fifteen,exactly fifteen,0.7838470356974165,0.00752744802437967,-0.10576867970590757,-2.1233522345269975,1.2870137887920234,1.3082555368214401,,0,0,1,1,0,0,1,1,0,0,1.1760912590556813
15,16,mean,sixteen,9.287351674049882,sixteen,0.0,False,9.287351674049882,9.287351674049882,about sixteen,exactly sixteen,0.18621868658850443,0.0026357231343010924,-0.7299767407817703,-2.57910021151366,0.8178965847429897,0.9678918908164323,,0,0,0,0,1,4,0,0,0,0,1.2041199826559248
16,17,mean,seventeen,5.727048565127987,seventeen,0.0,False,5.727048565127987,5.727048565127987,about seventeen,exactly seventeen,0.10391088634422903,0.002422632482423479,-0.9833389506953996,-2.6157124640967058,0.6275834325117668,0.7579308659276596,,0,0,0,0,0,0,0,0,0,0,1.2304489213782739
17,18,mean,eighteen,10.136874883684476,eighteen,0.0,False,10.136874883684476,10.136874883684476,about eighteen,exactly eighteen,0.26101336412493226,0.0026704163194449728,-0.5833372558144899,-2.5734210265968076,0.8381090995655311,1.0059040861649977,,0,0,0,1,1,1,2,0,0,0,1.255272505103306
18,19,mean,nineteen,6.757187801507397,nineteen,0.0,False,6.757187801507397,6.757187801507397,about nineteen,exactly nineteen,0.055417369064040635,0.001315589253005421,-1.2563540961664075,-2.8808796829086796,0.46726239631255767,0.8297659893741295,,0,0,0,0,0,0,0,0,0,0,1.2787536009528289
19,20,mean,twenty,66.054750170545,twenty,0.0,False,66.054750170545,39.594113485798204,about twenty,exactly twenty,1.9946806457714867,0.02893172596485578,0.29987337376649437,-1.5386256571002432,1.5888309159407028,1.8199040543302147,,1,0,1,0,1,2,0,1,0,1,1.3010299956639813
20,21,mean,twenty-one,3.4768899392171684,twenty - one,1.1515134000141117e-07,True,3.4768899392171684,3.4768899392171684,about twenty-one,exactly twenty-one,0.029819065978958236,0.0016363552822119957,-1.5255059640532884,-2.7861223972706646,0.20722621877321476,0.5411909433300275,,0,1,0,1,0,0,1,0,1,0,1.3222192947339193
21,22,mean,twenty-two,2.4277892987133693,twenty - two,7.735185480375067e-08,True,2.4277892987133693,2.4277892987133693,about twenty-two,exactly twenty-two,0.04554169942250654,0.0014306388949320342,-1.3415907673957463,-2.8444699719207414,0.330544371290641,0.3852109927916896,,0,0,0,0,1,1,0,0,0,0,1.3424226808222062
22,23,mean,twenty-three,1.8248255062145273,twenty - three,6.823633590195587e-08,True,1.8248255062145273,1.8248255062145273,about twenty-three,exactly twenty-three,0.028766471070120064,0.0009209864134945736,-1.5411134119635372,-3.0357467765217803,0.1876983794475757,0.26122134259455015,,0,0,0,0,0,0,0,0,0,0,1.3617278360175928
23,24,mean,twenty-four,4.794456590032353,twenty - four,1.645710865186986e-07,True,4.794456590032353,4.794456590032353,about twenty-four,exactly twenty-four,0.06773929042963697,0.0038585960701119438,-1.1691593569105674,-2.4135706823519336,0.5799290761335941,0.680739390792579,,0,0,0,1,1,3,1,0,0,0,1.380211241711606
24,25,mean,twenty-five,8.072157782532718,twenty - five,2.762674123281542e-07,True,8.072157782532718,8.072157782532718,about twenty-five,exactly twenty-five,0.3316821847068009,0.0037268448370948097,-0.47927785465270045,-2.4286586882218186,0.8070211105128736,0.906989642254324,,0,0,1,0,0,0,0,2,0,0,1.3979400086720377
25,26,mean,twenty-six,1.7443123316993212,twenty - six,5.6302837529475414e-08,True,1.7443123316993212,1.7443123316993212,about twenty-six,exactly twenty-six,0.027431297912899562,0.0007685054382082909,-1.5617536432494672,-3.114353054936525,0.1359039016680396,0.24162425111765026,,0,0,0,0,1,1,0,0,0,0,1.414973347970818
26,27,mean,twenty-seven,1.4450404117216,twenty - seven,5.183064699871929e-08,True,1.4450404117216,1.4450404117216,about twenty-seven,exactly twenty-seven,0.024579871785005362,0.0007804721569462278,-1.6094203868364605,-3.1076425856192453,0.11080885583396348,0.15987999265816158,,0,0,0,1,0,0,3,0,0,0,1.4313637641589874
27,28,mean,twenty-eight,1.6539270001314934,twenty - eight,5.679446594936677e-08,True,1.6539270001314934,1.6539270001314934,about twenty-eight,exactly twenty-eight,0.030857960892409903,0.000953484384584346,-1.510632775694558,-3.020686415092421,0.12374303630012966,0.2185163370546694,,0,1,0,0,1,2,0,0,1,0,1.4471580313422192
28,29,mean,twenty-nine,1.0212378244842495,twenty - nine,3.08093206197724e-08,True,1.0212378244842495,1.0212378244842495,about twenty-nine,exactly twenty-nine,0.008863849436570669,0.0005317824439241602,-2.052377629581111,-3.274266004410838,-0.11464646243395323,0.00912689177711738,,0,0,0,0,0,0,0,0,0,0,1.462397997898956
29,30,mean,thirty,39.29199788128208,thirty,0.0,False,39.29199788128208,28.27255915730454,about thirty,exactly thirty,1.253917050645196,0.015139207064444635,0.09826880791527935,-1.8198968709756018,1.4044971500104027,1.5943041119565438,,1,0,1,1,1,1,1,1,0,1,1.4771212547196624
30,31,mean,thirty-one,1.0984630608511317,thirty - one,3.8216060904052455e-08,True,1.0984630608511317,1.0984630608511317,about thirty-one,exactly thirty-one,0.006968875986083678,0.0005759088043057111,-2.1568372638541518,-3.239646282067142,-0.24891015525788984,0.040785457034175895,,0,0,0,0,0,0,0,0,0,0,1.4913616938342726
31,32,mean,thirty-two,1.428164788800738,thirty - two,5.181603615024049e-08,True,1.428164788800738,1.428164788800738,about thirty-two,exactly thirty-two,0.02031262969590925,0.0006590389470534472,-1.6922338487028774,-3.181088919259415,0.040901764928186445,0.1547783214022071,,0,0,0,0,1,5,0,0,0,0,1.505149978319906
32,33,mean,thirty-three,1.0762513790152797,thirty - three,4.207484504594477e-08,True,1.0762513790152797,1.0762513790152797,about thirty-three,exactly thirty-three,0.016026459723587225,0.00047475278215772297,-1.795162403554704,-3.323532481520473,-0.07523518398094059,0.03191372092939316,,0,0,0,1,0,0,1,0,0,0,1.5185139398778875
33,34,mean,thirty-four,0.9269327123030391,thirty - four,3.132300470414806e-08,True,0.9269327123030391,0.9269327123030391,about thirty-four,exactly thirty-four,0.011643723902266196,0.0004585434730721226,-1.9339081011672599,-3.3386194839409096,-0.17494697479535468,-0.0329517909214441,,0,0,0,0,1,1,0,0,0,0,1.5314789170422551
34,35,mean,thirty-five,2.677034596369291,thirty - five,8.804078734892844e-08,True,2.677034596369291,2.677034596369291,about thirty-five,exactly thirty-five,0.13526517687198208,0.0010951054812424537,-0.868813995264132,-2.9605440472939533,0.29945260505208204,0.42765398378132546,,0,1,1,0,0,0,0,1,1,0,1.5440680443502757
35,36,mean,thirty-six,1.4818835650515336,thirty - six,5.106419193372644e-08,True,1.4818835650515336,1.4818835650515336,about thirty-six,exactly thirty-six,0.026155452496656083,0.0006459540507333933,-1.5824377621553405,-3.1897983739904814,0.06113833958845465,0.17081408148261323,,0,0,0,1,1,2,2,0,0,0,1.5563025007672873
36,37,mean,thirty-seven,0.817706591658184,thirty - seven,3.179519378936586e-08,True,0.817706591658184,0.817706591658184,about thirty-seven,exactly thirty-seven,0.010902769110190565,0.0004513640864934212,-1.9624631849454417,-3.34547299921975,-0.19430657684794825,-0.0874025013193906,,0,0,0,0,0,0,0,0,0,0,1.568201724066995
37,38,mean,thirty-eight,0.823565747119645,thirty - eight,2.886324211445691e-08,True,0.823565747119645,0.823565747119645,about thirty-eight,exactly thirty-eight,0.012448900263580875,0.0003350986430741015,-1.9048690124681464,-3.474827330764022,-0.201513461044203,-0.08430172439770858,,0,0,0,0,1,1,0,0,0,0,1.5797835966168101
38,39,mean,thirty-nine,0.6894362828086955,thirty - nine,2.2568946345767043e-08,True,0.6894362828086955,0.6894362828086955,about thirty-nine,exactly thirty-nine,0.0048032011483646955,0.00028755700122260955,-2.3184692256042974,-3.5412760540605857,-0.3351467236099451,-0.16150586480830625,,0,0,0,1,0,0,1,0,0,0,1.591064607026499
39,40,mean,forty,24.370650827026395,forty,0.0,False,24.370650827026395,16.16345340335993,about forty,exactly forty,0.8688306018163584,0.011421339873862735,-0.06106489083312279,-1.942282944628574,1.2020931040117806,1.3868671273304798,,1,0,1,0,1,3,0,1,0,1,1.6020599913279623
40,41,mean,forty-one,0.6052635211851927,forty - one,2.259055823451624e-08,True,0.6052635211851927,0.6052635211851927,about forty-one,exactly forty-one,0.0038191114845761496,0.0003133275108595425,-2.4180376638498937,-3.5040014714127286,-0.5119153669621984,-0.21805549992748982,,0,0,0,0,0,0,0,0,0,0,1.6127838567197355
41,42,mean,forty-two,0.8731985125379259,forty - two,2.699066970795265e-08,True,0.8731985125379259,0.8731985125379259,about forty-two,exactly forty-two,0.01066916877285971,0.000670068720417157,-1.9718694148231768,-3.17388065495961,-0.18400864366416259,-0.05888701276720561,,0,1,0,1,1,1,1,0,1,0,1.6232492903979006
42,43,mean,forty-three,0.612667816749665,forty - three,2.1593063441868895e-08,True,0.612667816749665,0.612667816749665,about forty-three,exactly forty-three,0.006902341970314074,0.00034188646399218816,-2.161003527782684,-3.4661180934996074,-0.4198200048104403,-0.2127749324232733,,0,0,0,0,0,0,0,0,0,0,1.6334684555795864
43,44,mean,forty-four,0.7379689341356496,forty - four,2.184646018772092e-08,True,0.7379689341356496,0.7379689341356496,about forty-four,exactly forty-four,0.0075244214432153315,0.0002551329354074388,-2.1235268875851108,-3.5932334741913396,-0.2874570864745477,-0.1319619200434028,,0,0,0,0,1,2,0,0,0,0,1.6434526764861874
44,45,mean,forty-five,2.1929660346466013,forty - five,5.7806500396897235e-08,True,2.1929660346466013,2.1929660346466013,about forty-five,exactly forty-five,0.10967006161598536,0.0012492570986392267,-0.9599119125301655,-2.9033481740918305,0.2155482294611494,0.3410319052389501,,0,0,1,1,0,0,2,1,0,0,1.6532125137753437
45,46,mean,forty-six,0.6230143945489829,forty - six,1.9383419958432133e-08,True,0.6230143945489829,0.6230143945489829,about forty-six,exactly forty-six,0.0070768373557753275,0.00024232387324954095,-2.150160785502694,-3.615603797955742,-0.34691243491605833,-0.20550191898934878,,0,0,0,0,1,1,0,0,0,0,1.662757831681574
46,47,mean,forty-seven,0.5765529078648708,forty - seven,1.9828830690694393e-08,True,0.5765529078648708,0.5765529078648708,about forty-seven,exactly forty-seven,0.005761154694917648,0.00035417217184629217,-2.2394904632134796,-3.4507855653604618,-0.3946872630865404,-0.23916083314039882,,0,0,0,0,0,0,0,0,0,0,1.6720978579357175
